hn_count,hn_uptime,wait,test_per_slots,hn_to_juror,hn_to_hn,juror_to_juror,size_round,bps_per_node,mean_path,time_to_sync,disconnected,avg_degree,avg_degree_juror,min_degree_juror,max_degree_juror,avg_degree_non_juror
200,0.9,10,5,2,11,6,14814600768.0,164606.0,1.970135085797741,20.0,0.0,16.82999999999998,15.906077348066278,25.63157894736837,0.0,34.0
200,0.9,10,5,2,11,7,17701819456.0,196686.0,1.9367473618870286,20.0,0.0,20.110000000000067,19.906077348066265,22.052631578947345,0.0,36.0
200,0.9,10,5,2,11,8,16847977344.0,187199.0,1.9481116584564884,20.0,0.0,19.14000000000004,18.486338797814188,26.17647058823528,0.0,36.0
200,0.9,10,5,2,11,9,18749316480.0,208325.0,1.9316039152104734,20.0,0.0,21.299999999999976,20.127071823204446,32.47368421052627,0.0,46.0
200,0.9,10,5,2,11,10,18942971392.0,210477.0,1.9411974340698543,20.0,0.0,21.519999999999985,20.15300546448088,36.23529411764697,0.0,46.0
200,0.9,10,5,2,11,11,18916563904.0,210184.0,1.9327302531722446,20.0,0.0,21.489999999999995,19.635359116022077,39.15789473684209,33.0,46.0
200,0.9,10,5,2,11,12,19383096192.0,215367.0,1.9257190896535141,20.0,0.0,22.019999999999985,20.000000000000004,41.26315789473676,34.0,50.0
200,0.9,10,5,2,12,6,18168351744.0,201870.0,1.9092939244663396,20.0,0.0,20.640000000000047,20.186813186813186,25.222222222222186,0.0,37.0
200,0.9,10,5,2,12,7,18978181376.0,210868.0,1.9154562383612657,20.0,0.0,21.55999999999996,20.82872928176794,28.526315789473724,0.0,37.0
200,0.9,10,5,2,12,8,17437744576.0,193752.0,1.9165646674826555,20.0,0.0,19.80999999999996,19.420765027322428,24.000000000000004,0.0,36.0
200,0.9,10,5,2,12,9,18467636608.0,205195.0,1.9140986132511557,20.0,0.0,20.980000000000015,20.596685082872913,24.63157894736837,0.0,41.0
200,0.9,10,5,2,12,10,19347886208.0,214976.0,1.9076970825574144,20.0,0.0,21.980000000000015,21.23756906077348,29.052631578947388,0.0,53.0
200,0.9,10,5,2,12,11,20870718016.0,231896.0,1.8970648067422282,20.0,0.0,23.710000000000022,22.62430939226517,34.052631578947405,0.0,44.0
200,0.9,10,5,2,12,12,20712273088.0,230136.0,1.9003326205749622,20.0,0.0,23.53000000000001,22.285714285714263,36.111111111111185,0.0,49.0
200,0.9,10,5,2,13,6,20589038144.0,228767.0,1.887984943233562,20.0,0.0,23.39000000000003,23.016574585635382,26.94736842105262,0.0,34.0
200,0.9,10,5,2,13,7,20650655616.0,229451.0,1.8866789441375125,20.0,0.0,23.460000000000026,22.872928176795554,29.052631578947388,0.0,45.0
200,0.9,10,5,2,13,8,20914730496.0,232385.0,1.8843421771598536,20.0,0.0,23.760000000000023,23.02747252747257,31.16666666666663,0.0,46.0
200,0.9,10,5,2,13,9,20395383232.0,226615.0,1.8805306925664995,20.0,0.0,23.17000000000003,21.890710382513635,36.94117647058828,30.0,46.0
200,0.9,10,5,2,13,10,20236938304.0,224854.0,1.8815485362095508,20.0,0.0,22.98999999999998,21.84065934065937,34.61111111111118,0.0,44.0
200,0.9,10,5,2,13,11,19743998528.0,219377.0,1.8798750913560598,20.0,0.0,22.43000000000003,21.110497237569053,34.99999999999999,0.0,45.0
200,0.9,10,5,2,13,12,22499179776.0,249990.0,1.877186864283637,20.0,0.0,25.55999999999996,24.209944751381222,38.42105263157885,0.0,49.0
200,0.9,10,5,2,14,6,23141761984.0,257130.0,1.8651554780587078,20.0,0.0,26.289999999999967,25.98907103825136,29.52941176470586,0.0,38.0
200,0.9,10,5,2,14,7,20765088064.0,230723.0,1.8723677452491048,20.0,0.0,23.589999999999986,23.318681318681275,26.333333333333343,0.0,38.0
