hn_count,hn_uptime,wait,test_per_slots,hn_to_juror,hn_to_hn,juror_to_juror,size_round,bps_per_node,mean_path,time_to_sync,disconnected,avg_degree,avg_degree_juror,min_degree_juror,max_degree_juror,avg_degree_non_juror
100,0.9,10,5,2,6,6,2986804800.0,66373.0,1.9569892473118298,20.0,0.0,13.499999999999998,12.451219512195143,18.277777777777814,0.0,26.0
100,0.9,10,5,2,6,7,2606263744.0,57916.0,1.9764768778401538,20.0,0.0,11.77999999999998,10.4320987654321,17.526315789473706,0.0,22.0
100,0.9,10,5,2,6,8,3075302720.0,68340.0,1.9574773053033971,20.0,0.0,13.900000000000013,11.662650602409633,24.823529411764717,17.0,31.0
100,0.9,10,5,2,6,9,2973530112.0,66078.0,1.962881562881563,20.0,0.0,13.439999999999989,11.555555555555559,21.47368421052629,0.0,30.0
100,0.9,10,5,2,6,10,2929281152.0,65095.0,1.9435736677116018,20.0,0.0,13.240000000000007,10.658536585365848,25.000000000000004,0.0,33.0
100,0.9,10,5,2,6,11,3252298560.0,72273.0,1.9471516815374057,20.0,0.0,14.700000000000028,12.962962962962974,22.105263157894736,0.0,34.0
100,0.9,10,5,2,6,12,3287697728.0,73059.0,1.9474438604873396,20.0,0.0,14.859999999999978,11.83132530120482,29.647058823529402,0.0,37.0
100,0.9,10,5,2,7,6,3022203968.0,67160.0,1.9183520599250963,20.0,0.0,13.660000000000014,13.074074074074066,16.157894736842085,0.0,25.0
100,0.9,10,5,2,7,7,2867332608.0,63718.0,1.9165998396150792,20.0,0.0,12.960000000000019,12.5185185185185,14.842105263157913,0.0,23.0
100,0.9,10,5,2,7,8,3216899392.0,71486.0,1.9023199023199024,20.0,0.0,14.53999999999998,13.44444444444443,19.210526315789426,0.0,26.0
100,0.9,10,5,2,7,9,3287697728.0,73059.0,1.905617977528093,20.0,0.0,14.859999999999978,12.414634146341466,26.0,20.0,32.0
100,0.9,10,5,2,7,10,3354071168.0,74534.0,1.9039655996177764,20.0,0.0,15.16000000000002,13.939759036144558,21.117647058823476,0.0,32.0
100,0.9,10,5,2,7,11,3185925120.0,70798.0,1.889498432601878,20.0,0.0,14.400000000000013,12.771084337349384,22.352941176470562,0.0,35.0
100,0.9,10,5,2,7,12,3150525952.0,70011.0,1.9045143638850865,20.0,0.0,14.240000000000007,11.289156626506026,28.647058823529402,0.0,36.0
100,0.9,10,5,2,8,6,3331946688.0,74043.0,1.8601747815230942,20.0,0.0,15.059999999999963,14.716049382716015,16.526315789473703,0.0,25.0
100,0.9,10,5,2,8,7,3690363264.0,82008.0,1.8466573165030404,20.0,0.0,16.68000000000001,15.397590361445754,22.941176470588275,16.0,29.0
100,0.9,10,5,2,8,8,3783286080.0,84072.0,1.8540379775795015,20.0,0.0,17.099999999999973,16.024691358024707,21.684210526315823,0.0,26.0
100,0.9,10,5,2,8,9,3331946688.0,74043.0,1.855799373040753,20.0,0.0,15.059999999999967,14.98765432098768,15.368421052631602,0.0,27.0
100,0.9,10,5,2,8,10,3770011392.0,83778.0,1.8373626373626377,20.0,0.0,17.039999999999978,14.65060240963856,28.705882352941146,22.0,36.0
100,0.9,10,5,2,8,11,3739037120.0,83089.0,1.8535594839942673,20.0,0.0,16.900000000000023,15.253012048192733,24.941176470588275,0.0,34.0
100,0.9,10,5,2,8,12,3398320128.0,75518.0,1.8513766372627662,20.0,0.0,15.359999999999975,13.585365853658526,23.444444444444393,0.0,36.0
100,0.9,10,5,2,9,6,3407169920.0,75714.0,1.8281208233092727,20.0,0.0,15.40000000000002,15.743902439024394,13.833333333333325,0.0,24.0
100,0.9,10,5,2,9,7,3836384832.0,85252.0,1.8265647396082165,20.0,0.0,17.339999999999982,17.192771084337384,18.058823529411725,0.0,27.0
100,0.9,10,5,2,9,8,3557616384.0,79058.0,1.829937304075232,20.0,0.0,16.07999999999998,15.317073170731703,19.555555555555596,0.0,26.0
100,0.9,10,5,2,9,9,3814260352.0,84761.0,1.8219725343320838,20.0,0.0,17.240000000000006,15.839506172839497,23.210526315789444,0.0,30.0
