reward_address,reward,total_weights
25125e9bb305fafd51ceb2858d355f77da99550b933ec0923cd156ff,2909.9185107981675,10276
b7c4ddca8df8e86febf58e84388a7a1de08afd69bdbdd9456fab9b4f,1638.740601594881,5787
65d569cce3ff9964ab5f4be91ffb2a11f7d7c9c16793a204aed7fda2,1023.1155682672031,3613
455d58fabc17c64aa96854d60272aac044b8547632a7ba0e7545c2a6,859.7229076277965,3036
c50fb7c1b763c2bff1daf1d678941ba8e61066a1feba27660a120033,767.12429405919,2709
21469f889f1725a1682b80fe6f76ed59caf5d3f8c1111edc7680caf2,648.1902949802458,2289
8f2d03c817c3d36a864c99a27f6b6179eb1898a631bc007a7e0ffa39,568.3346098843832,2007
64e37562f190ae58127b0b81492ee62cfab836a67717a6a199af71ca,488.4789247885207,1725
1cdb71bd71efa771b6a6c82d6206a35ca12c3b128fe3ae9cb0183aaf,478.2845820103255,1689
454ad3a4b91e8a983838d8909b5c875e320eb3600698b97f919e8f7a,462.70989165474947,1634
ca7999d433c306e303c6cdc06237ab9c0b31bb1f4a475f1c16ff3ec0,380.5887970526214,1344
b04e04bc40a91b4d891e8f05564b0d839dc8b4e45ee32852d36125f7,364.44775432047896,1287
36c59c7780546179d7f80729e1ccc3932260b849bc519b2120074169,333.0151974210437,1176
37d5b264986b09394746485e53fdb87bafebd316fc34069e0e96b92c,298.18452626221006,1053
29d39df70bb8d635120c4e82e3907c79a1aa4420e271ad32b5258eb7,236.16894102818915,834
9d9fc3f689fbf3bb0e5b2c9dd8e1bbd004c6bc7641ebbd3a548a33be,236.16894102818915,834
2fd86133997a6768ce3afe8f409559d505e4bfea5d5d7657d9e7f3dd,231.92129820394115,819
ce56a68cf333c330229bdb3b2ae722eb8f2b36acb0620d500a467d99,214.93072690694913,759
40e3c0978d05b13caa55e714d80951a8d88ea8a0cd45ce165c589ba1,201.6214460576387,712
b7b535dc35d62b5adc0b7e1f302b0f737018f3a1aa8ed3bedf2bb248,158.29548925030903,559
ba50c90230ddc99cfba6ccea881f5e91b3145aedbfd51c1fff84adeb,157.44596068545943,556
aea6d9acd93150872e050ef2336f143591d9b1ca9d4c475471f7fb8d,155.18055117919383,548
3a3ce4220e7fb1748426b8b3b292e0e9b69193484e1c6d5c79b39942,150.64973216666263,532
f77c2084a7deafd8501c88a99e819d4eb4f9da165ac4e7b206ca3113,127.42928472744019,450
139c039e283b36f1871aa7509e31cf318a2b59ec51d2293a5a04a85f,126.57975616259058,447
797efd8ee0bbdaea68bbc92dd38c6de70662fa72ae641420dd490ffc,126.57975616259058,447
162662f1e1886146a46607c8fce964bff7397aba5ed56ca0a9b0c541,124.88069903289139,441
46ea67e5727320d14e08900acfac659d1847e746bcf2a598c77a8c93,124.88069903289139,441
0b73d94ccfd933cddb770d2add14a41340779da21b60d7f7f66c8ba5,124.0311704680418,438
437d06abe09945a57ae8aa70c3eba791f8414071a2dc7228064aac33,124.0311704680418,438
9bbda4beed49bb5b045d53a7d9d87b387f2d02ffdd9e63c679200427,124.0311704680418,438
9f244427a636a8f09d318ba338fb3ca087433c6675c2bdd8009915a7,124.0311704680418,438
1595d99a7886a83b2ec60dd69798e510cb6760d2186a80b1eb7f7fc3,123.18164190319219,435
31322330974ec6974f68f21bb2d3ef3626f84e1b559a22dbb916c670,123.18164190319219,435
c8c986bf1ba47147462d408991028e2c6f094185c3ae791a15a87aa0,123.18164190319219,435
91490910914bbfc3a4de146a12cb82d8725bc8bdaa8c8860bf3deffc,122.33211333834258,432
ca88fa4206698ccab9e365707b5dae06cf41f4c9293398295ff4ae4e,122.33211333834258,432
d42edda007353f187ec4f2559411c84fc1e67610568b28b6072dae68,122.33211333834258,432
f82ed723a9679a66095edb10478d3ebb900436f59792b56b07cdad7b,122.33211333834258,432
0b4e60b83a3cbdf899d6110b45e07dfbaeffcba8d139d7d57d61fff6,121.48258477349299,429
64f3f4ed81973a476e27d0b1136111e65a74755e11b426cb45eb648f,121.48258477349299,429
a6e8b8cc5fb4d6aed794b71288e50ea16f0580df7b71d91671309b4a,121.48258477349299,429
f52555a4c506b23fcb34935adb245b33f4cae3537d995f47211dcc62,121.48258477349299,429
b7745756c4cb08d88fc046eea343a9976e284e0afb1aef79e86ccf93,120.63305620864338,426
da505dbbc7dfe2c1097c6fea30d703fef6103fc26741f91aefd32ed4,120.63305620864338,426
2d8810abd7c4b5c165686f2a4615bccfd4253f4667ed1662289dab7c,119.78352764379378,423
2f09f8a613c12b37005b73bed6ca59c03bba3c24cbb749af0fffa40e,119.78352764379378,423
498c7180b92a79f45875d8105bff02757cd763a5bad40b1774f6cb3b,119.78352764379378,423
db3526b10ae09bc64666c3b47cac3f377186d099349d256cecad6a4d,119.78352764379378,423
9200f766fd9d5952bd1cc38755015fd805de65686e3233190529a273,118.93399907894418,420
d6591aef0d618b7c3abb2770dee41d3f0e58aebdc55426bb264497fe,118.93399907894418,420
