reward_address,reward,total_weights,total_tokens
c50fb7c1b763c2bff1daf1d678941ba8e61066a1feba27660a120033,6901.887974931453,28344,189
25125e9bb305fafd51ceb2858d355f77da99550b933ec0923cd156ff,1612.972972972973,6624,44
454ad3a4b91e8a983838d8909b5c875e320eb3600698b97f919e8f7a,663.3059146102624,2724,18
6046c5e3b85ccd994f368ab6d48da404b66414d44b0aaf23e07a518b,581.4884449667059,2388,15
37d5b264986b09394746485e53fdb87bafebd316fc34069e0e96b92c,551.5374069721896,2265,15
65d569cce3ff9964ab5f4be91ffb2a11f7d7c9c16793a204aed7fda2,463.87583235409323,1905,12
159e0c8e827fd639e5cd3218e8d2e9cc4d886e5bd9f8a297d2cb07be,441.9604386995691,1815,12
8a92cbbb482843587e1ef46b4836ed2a916e25fc97889f6dc499a782,411.5223919571746,1690,11
b04e04bc40a91b4d891e8f05564b0d839dc8b4e45ee32852d36125f7,338.2275754014884,1389,9
162662f1e1886146a46607c8fce964bff7397aba5ed56ca0a9b0c541,331.6529573051312,1362,9
3a3ce4220e7fb1748426b8b3b292e0e9b69193484e1c6d5c79b39942,324.3478260869565,1332,9
47ecd07483b32b8f8076e318395b8dd1a8b078c41cc66bcecaec08e6,224.2675283979632,921,6
96cacc3523c29b8dbd4d4e2fb016738270a0554420464a523a626ebb,222.80650215432823,915,6
7b024421dddd7386b330eef8ba29aad7c760218f02eba7c14f0e2974,222.07598903251076,912,6
a1d64aa969a5fcb17141d692f3bd3d98613939f641d527eda110d774,219.88444966705836,903,6
64e37562f190ae58127b0b81492ee62cfab836a67717a6a199af71ca,208.9267528397963,858,6
1cdb71bd71efa771b6a6c82d6206a35ca12c3b128fe3ae9cb0183aaf,173.86212299255777,714,3
40e3c0978d05b13caa55e714d80951a8d88ea8a0cd45ce165c589ba1,132.95338817077948,546,3
3411bf287e7e30326c82b6f152c2712857598d14454daad42d93fd6a,121.99569134351744,501,3
616cf46dec5e292034a3b9e88315a2161ec3f927f279e922e55a770f,117.61261261261261,483,3
Bis1Lgev7fKKSMK8GtvmxQ6axoAqU9AC1bciE,115.42107324716021,474,3
650c004ca08a178afcc78501ac55143391c8981480a675ed20cdcc75,115.42107324716021,474,3
40d4401ff00a6a311e9672c11b806613da4d4fe36627b9d5770a5d1b,114.69056012534273,471,3
f132fa0e246014e4cd3e8828dc25e23b155098ec61a18e67f416f4f2,113.96004700352526,468,3
a8bad012160bed7b93d25364d26e641ff6ee9fa3e5b25d23834797c1,113.96004700352526,468,3
4e5430231225caf89ac96eb6e79502f837c6c0e576a2972b533d25de,113.96004700352526,468,3
33bc1e52df552485b17d3f72de2284d50ca5e67da6521069a98a5c36,113.96004700352526,468,3
f4e1fbd2169b13b3eebc5b35b7f9ef24b5f6c2f266d2c13ef83cd082,113.2295338817078,465,3
e93a50b32976bd83a912bc428dceaab9eb2dc5fdf9959ef9a218b79e,113.2295338817078,465,3
e009e8f72ddf5bd9ac7869caae7867311d0a9d825d29a6afd41a4f52,113.2295338817078,465,3
976a91094fb43b5e173935ee27f052c9eb4cd42a43b1bd0613175c88,112.49902075989033,462,3
5273518ec90b82a2bd6aa68f9ae75a85b59a9398ab8054237201667a,112.49902075989033,462,3
d5547b3af96c83e0b06826307469e4f303b852b98e86e426efb6dfdd,111.76850763807286,459,3
877413f0eb5b4d1a6a830d82bc5df97c3d132f056218ecc02678c0f2,111.76850763807286,459,3
a6e8b8cc5fb4d6aed794b71288e50ea16f0580df7b71d91671309b4a,111.03799451625538,456,3
a15ca6cc014074776803e14292747cdecf496c08facc2cf60cbd277e,111.03799451625538,456,3
b8e698507cd7b1aeb5b6b17d5b505278717b757d68f17b53810aafc2,110.30748139443791,453,3
8d5243d701bd906ebef88a1c52a15a05a2c62f3ccdb923faafcc6c18,110.30748139443791,453,3
449e3714c5819c449db716267988b1fb747d2e37d240ef7ce8b0bd24,110.30748139443791,453,3
