reward_address,reward,total_weights
ce56a68cf333c330229bdb3b2ae722eb8f2b36acb0620d500a467d99,2711.6802578865563,10545
25125e9bb305fafd51ceb2858d355f77da99550b933ec0923cd156ff,2539.6447820661574,9876
b7c4ddca8df8e86febf58e84388a7a1de08afd69bdbdd9456fab9b4f,1504.3460890124566,5850
65d569cce3ff9964ab5f4be91ffb2a11f7d7c9c16793a204aed7fda2,876.3780292913592,3408
455d58fabc17c64aa96854d60272aac044b8547632a7ba0e7545c2a6,849.3769456424177,3303
c50fb7c1b763c2bff1daf1d678941ba8e61066a1feba27660a120033,715.1429869305371,2781
21469f889f1725a1682b80fe6f76ed59caf5d3f8c1111edc7680caf2,613.3103285973862,2385
8f2d03c817c3d36a864c99a27f6b6179eb1898a631bc007a7e0ffa39,483.7051270824668,1881
64e37562f190ae58127b0b81492ee62cfab836a67717a6a199af71ca,426.6171216532761,1659
1cdb71bd71efa771b6a6c82d6206a35ca12c3b128fe3ae9cb0183aaf,410.4164714639112,1596
454ad3a4b91e8a983838d8909b5c875e320eb3600698b97f919e8f7a,377.50086472996344,1468
ca7999d433c306e303c6cdc06237ab9c0b31bb1f4a475f1c16ff3ec0,325.5559228529521,1266
b04e04bc40a91b4d891e8f05564b0d839dc8b4e45ee32852d36125f7,317.0698679918562,1233
36c59c7780546179d7f80729e1ccc3932260b849bc519b2120074169,282.35418901464567,1098
37d5b264986b09394746485e53fdb87bafebd316fc34069e0e96b92c,272.8395214431139,1061
9d9fc3f689fbf3bb0e5b2c9dd8e1bbd004c6bc7641ebbd3a548a33be,215.23720965870532,837
2fd86133997a6768ce3afe8f409559d505e4bfea5d5d7657d9e7f3dd,200.5794785349942,780
29d39df70bb8d635120c4e82e3907c79a1aa4420e271ad32b5258eb7,195.9507213380328,762
40e3c0978d05b13caa55e714d80951a8d88ea8a0cd45ce165c589ba1,183.09306245758444,712
cad9c3ef890cc24759e5955de7974c074033e3fcfb25c115edda4c37,165.09234002495677,642
3a3ce4220e7fb1748426b8b3b292e0e9b69193484e1c6d5c79b39942,146.57731123711113,570
aea6d9acd93150872e050ef2336f143591d9b1ca9d4c475471f7fb8d,139.37702226406006,542
ba50c90230ddc99cfba6ccea881f5e91b3145aedbfd51c1fff84adeb,136.0340309551435,529
64f3f4ed81973a476e27d0b1136111e65a74755e11b426cb45eb648f,118.80476805534272,462
b7b535dc35d62b5adc0b7e1f302b0f737018f3a1aa8ed3bedf2bb248,113.66170450316338,442
2f09f8a613c12b37005b73bed6ca59c03bba3c24cbb749af0fffa40e,112.63309179272751,438
c8c986bf1ba47147462d408991028e2c6f094185c3ae791a15a87aa0,111.0901727270737,432
d42edda007353f187ec4f2559411c84fc1e67610568b28b6072dae68,111.0901727270737,432
449e3714c5819c449db716267988b1fb747d2e37d240ef7ce8b0bd24,110.31871319424681,429
5615f818693f67c5f24c6cbb7f03600fc5c82f59607ecc678839c275,110.31871319424681,429
1595d99a7886a83b2ec60dd69798e510cb6760d2186a80b1eb7f7fc3,109.5472536614199,426
162662f1e1886146a46607c8fce964bff7397aba5ed56ca0a9b0c541,109.5472536614199,426
52045cea2060496392fb94d21a11c8841b5bc8f0f2e2477053d880b4,109.5472536614199,426
498c7180b92a79f45875d8105bff02757cd763a5bad40b1774f6cb3b,108.775794128593,423
e07a67b1226bb0d485f18054b826daeaffaddd4f221c5e10ccb8ba48,108.775794128593,423
0b4e60b83a3cbdf899d6110b45e07dfbaeffcba8d139d7d57d61fff6,108.00433459576611,420
