reward_address,reward,total_weights,total_tokens
c50fb7c1b763c2bff1daf1d678941ba8e61066a1feba27660a120033,12109.628451955745,34365,228
65d569cce3ff9964ab5f4be91ffb2a11f7d7c9c16793a204aed7fda2,901.74710340622,2559,18
37d5b264986b09394746485e53fdb87bafebd316fc34069e0e96b92c,755.8607021517554,2145,15
8a92cbbb482843587e1ef46b4836ed2a916e25fc97889f6dc499a782,519.0595870720446,1473,9
a1d64aa969a5fcb17141d692f3bd3d98613939f641d527eda110d774,320.31579405871594,909,6
Bis1Lgev7fKKSMK8GtvmxQ6axoAqU9AC1bciE,168.08650579318757,477,3
3411bf287e7e30326c82b6f152c2712857598d14454daad42d93fd6a,167.02935795801028,474,3
80c6925f153fab19a8534f181b01c4a55f6dd99a65e07a2c1043609b,156.45787960623747,444,3
Bis1TuBsovjuRTEP7C9wuHgp6A4ic8D7a75fD,152.22928826552837,432,3
8a78988f11ba7ab48fe68d9892d7b94d15f446838318be855a8e953b,152.22928826552837,432,3
Bis1ctnKxRYxyiPm6DPECpe9X4hWVkPNSsagj,146.94354908964195,417,3
7b024421dddd7386b330eef8ba29aad7c760218f02eba7c14f0e2974,146.94354908964195,417,3
40d4401ff00a6a311e9672c11b806613da4d4fe36627b9d5770a5d1b,139.543514243401,396,3
Bis1PGTBDNezvbYfPWBJ3hsUHfqgrMjbhdqFb,109.94337485843715,312,2
0a2df6c7ee23224296e5bc0fad73d3b4e6aca048672e7891200c25ba,94.08615733077794,267,3
c751c0650c44086d782a16677eb1476e9d5c43c2db19d80b1a942e91,41.93353079536545,119,1
1cdb71bd71efa771b6a6c82d6206a35ca12c3b128fe3ae9cb0183aaf,34.88587856085025,99,0
b7c4ddca8df8e86febf58e84388a7a1de08afd69bdbdd9456fab9b4f,26.428695879432006,75,0
454ad3a4b91e8a983838d8909b5c875e320eb3600698b97f919e8f7a,25.371548044254727,72,0
2d2318305562e2339554aaaf199150e34f79de5f2ac57b53db55d00a,11.276243575224322,32,0
