reward_address,reward,total_weights,total_tokens
c50fb7c1b763c2bff1daf1d678941ba8e61066a1feba27660a120033,13017.050046511627,12972,243
37d5b264986b09394746485e53fdb87bafebd316fc34069e0e96b92c,794.750511627907,792,15
8a92cbbb482843587e1ef46b4836ed2a916e25fc97889f6dc499a782,602.0837209302325,600,15
a1d64aa969a5fcb17141d692f3bd3d98613939f641d527eda110d774,322.11479069767444,321,6
65d569cce3ff9964ab5f4be91ffb2a11f7d7c9c16793a204aed7fda2,282.97934883720933,282,6
Bis1Lgev7fKKSMK8GtvmxQ6axoAqU9AC1bciE,177.6146976744186,177,3
Bis1TuBsovjuRTEP7C9wuHgp6A4ic8D7a75fD,174.60427906976744,174,3
7b024421dddd7386b330eef8ba29aad7c760218f02eba7c14f0e2974,171.59386046511628,171,3
Bis1ctnKxRYxyiPm6DPECpe9X4hWVkPNSsagj,165.57302325581395,165,3
8a78988f11ba7ab48fe68d9892d7b94d15f446838318be855a8e953b,156.54176744186046,156,3
3411bf287e7e30326c82b6f152c2712857598d14454daad42d93fd6a,153.5313488372093,153,3
Bis1PGTBDNezvbYfPWBJ3hsUHfqgrMjbhdqFb,109.37854263565892,109,2
c751c0650c44086d782a16677eb1476e9d5c43c2db19d80b1a942e91,53.184062015503876,53,1
