reward_address,reward,weight
25125e9bb305fafd51ceb2858d355f77da99550b933ec0923cd156ff,1584.4781744994511,11241
ce56a68cf333c330229bdb3b2ae722eb8f2b36acb0620d500a467d99,890.9782529144231,6321
455d58fabc17c64aa96854d60272aac044b8547632a7ba0e7545c2a6,382.2706884834544,2712
21469f889f1725a1682b80fe6f76ed59caf5d3f8c1111edc7680caf2,364.0874588321397,2583
8f2d03c817c3d36a864c99a27f6b6179eb1898a631bc007a7e0ffa39,327.72099952951015,2325
65d569cce3ff9964ab5f4be91ffb2a11f7d7c9c16793a204aed7fda2,209.88239496750134,1489
c50fb7c1b763c2bff1daf1d678941ba8e61066a1feba27660a120033,142.9286423754509,1014
b920c5607e44a0ebd7ca4c6143007e56ff483bbd987775385d3bddef,132.35699722933765,939
36c59c7780546179d7f80729e1ccc3932260b849bc519b2120074169,116.71096241309007,828
8af449d9fcdd439631e0e3be597743751d961cd8d63c62e3ba34ba55,116.71096241309007,828
5d3ea2553b317843ba6cf7ec12f9a74fbc41762ec55d9746a74a87db,115.01949918971195,816
33e46c081295cbdabee9a614b504617689a61194f2febc7e83033920,113.75090177217837,807
9ec32b96da619834b39dedbc481de3c8579a1d17155b5f56df306719,113.75090177217837,807
39ae07d65e5bfd939b8ae652ccf5caa0e23088073d82a97c65bba47c,92.46665621133707,656
72963d1c5d92a60bab64d2885e4300d8388d1f2bfd4eb8678461f3ca,91.76187986826285,651
b04e04bc40a91b4d891e8f05564b0d839dc8b4e45ee32852d36125f7,91.33901406241831,648
e91b864b98fcaba034a8e9f63a21b23b96ec74fa38ce2154c1e0ac25,91.33901406241831,648
1cdb71bd71efa771b6a6c82d6206a35ca12c3b128fe3ae9cb0183aaf,86.12366912366912,611
67abca9a82a734bb2f84b373d7b330df445a189c6b975b80a1b8c4a3,77.38444246954886,549
342011bec4a355869c87fff815e2bd99fd37d66287f6cab33c33c89e,71.04145538188091,504
868fb84114a14b48dbae70181999cc6df7bca45e0d8ac119d2cfe875,71.04145538188091,504
c78519fbbc039927b62cf7d52de66de524b7805d18185da580533da9,71.04145538188091,504
ca88fa4206698ccab9e365707b5dae06cf41f4c9293398295ff4ae4e,71.04145538188091,504
e31488ec1a2283014a3b6973501f7b1d51ed298bf08f994051ad1f22,71.04145538188091,504
fefb575972cd8fdb086e2300b51f727bb0cbfc33282f1542e19a8f1d,71.04145538188091,504
40d4401ff00a6a311e9672c11b806613da4d4fe36627b9d5770a5d1b,70.61858957603638,501
ec791eb9cd1b1c4d4b2f04cac5d7acb8ba6397ce503c7284882c60d4,70.61858957603638,501
f0accf861209a84ab07c1b5aa014e759b3e16f2f9e85776171f3e0cb,70.61858957603638,501
449e3714c5819c449db716267988b1fb747d2e37d240ef7ce8b0bd24,70.19572377019186,498
da505dbbc7dfe2c1097c6fea30d703fef6103fc26741f91aefd32ed4,70.19572377019186,498
139c039e283b36f1871aa7509e31cf318a2b59ec51d2293a5a04a85f,69.77285796434732,495
2e8fbe3119115f19a8a09bc73809b928b589c024d4054b255d8a51ec,68.92712635265826,489
6b91dccc7b2f42bb01424675bb831deefc465cf7dc05d8f8471cc5bf,68.92712635265826,489
a6e8b8cc5fb4d6aed794b71288e50ea16f0580df7b71d91671309b4a,68.50426054681374,486
76a5ac702856a627f99a2e192c121e83fcad7f05beecad685ff88c67,68.0813947409692,483
b7b535dc35d62b5adc0b7e1f302b0f737018f3a1aa8ed3bedf2bb248,68.0813947409692,483
51a6008ddb538484b9844662dbe21d7dcd2ca7e30e0b931d6b54e1ca,67.65852893512468,480
5615f818693f67c5f24c6cbb7f03600fc5c82f59607ecc678839c275,67.65852893512468,480
437d06abe09945a57ae8aa70c3eba791f8414071a2dc7228064aac33,67.23566312928016,477
78d902f69f76b40948c2a6998de48c316dfde58df7d19fd63aaed261,64.69846829421297,459
0abcb99486dc0a9cb616bbadab8b04e8d13f0146325bf80a8a859815,63.42987087667939,450
6044c6f883edc967bdaaf925cc6ec2d16ec3c65e76ad52f2e58b8f98,62.58413926499033,444
beb6a6c706a87d84df3c03cc9a9d85b1df3bf027d1c21e18e2dce69d,62.58413926499033,444
dcdfb8405f3e403cb4e46eb86c95c3364ffa827811b4ef45d6b5ab39,62.58413926499033,444
1e270dd6ecfbea07c760ae4b9b6b70f6cf75ae8ad4336a8e6d3a21d0,60.04694442992315,426
b7745756c4cb08d88fc046eea343a9976e284e0afb1aef79e86ccf93,59.62407862407862,423
0733cc064f971f6b8136af36a94e2426f2d4ebcc4f57232d0ddf63c3,53.281091536410685,378
2fd86133997a6768ce3afe8f409559d505e4bfea5d5d7657d9e7f3dd,47.36097025458728,336
7c1d75b291bf38b02a6143ff13c3928e99a89418875028aab75672ca,47.36097025458728,336
d43bff3d6412712e072bf853112ff7b924d472188232169d1dc65fc2,47.36097025458728,336
6046ea9846b9812ee1540e06da3e2950437a49ed9ddd623fdb7c6dc7,47.07905971735759,334
3ba8b25e659db6d109b99d9caceed50640a888c2198e75ef6f7a3894,46.7971491801279,332
2a0cf63dbf083f1c1f64c0c690893a5e6c98e3959b4a68df8c285625,46.233328105668534,328
7b8d0ad482630599ee17dcc1f69f041ea37c94ccfe31b1b4fbe7daa5,46.233328105668534,328
3a1e965266f7c11ff1467408f9e38c1b8d503420499c58a694b6695b,42.28658058445293,300
af06338fdbfc53574b7c81c96f01e5a29396edc75b08845cc4e38ca1,42.004670047223236,298
75a45c9b5729abf3cdcc781ca59b2e65b1ef740fdcdcf753b994a560,40.8770278983045,290
9463995e455116ed5e4969aac36e8f315eb1c4714ae076eaff6cded8,38.90365413769669,276
2e892da8f6af3187c349a03358598f77b84384f9131dca82ddaeff1e,28.754874797427988,204
905981109c6f4542a5b8c2973ad124fde2dfdf02a2e2271536c96ecc,23.68048512729364,168
93579a864961eb5551e3e4283fcf9d76a055f0a738e970a7baa8bae8,23.68048512729364,168
a7f25e0804a8ec6c5d8ac53e807e9f89a402d26373dcca274cda19b1,23.68048512729364,168
caf583fb715f6b7944d8d16fdd824c2e93dc56996170c5bf3fc973aa,23.68048512729364,168
cfb5cf13bb1f17cdfb9de0a5a78825065057e268853da145d888ca90,23.68048512729364,168
081956610f5ae10a7090131fcc1aacf44335fd94a3d65a12cb56857d,23.39857459006395,166
1f115e642055b06806b52545466cbcc0bc540362bfb46cd313762499,23.25761932144911,165
611ee71f45c38666fa9602af6ddd059ef16fee6ece0c6863d491b0b6,23.25761932144911,165
7d5c2999f9a2e44c23e7b2b73b4c0edae308e9d39482bf44da481edc,23.25761932144911,165
809a58bfd52ca0f8befdeb46a334c37a8ad60fc5153aeefe0f8d63d5,23.25761932144911,165
8cb5c5c54f616f49df2e1f9f0e8bd5412c4c199d511cd214642a1367,23.25761932144911,165
d2f59465568c120a9203f9bd6ba2169b21478f4e7cb713f61eaa1ea0,23.25761932144911,165
991ad7c8549e7c0f786726fddb4adb7383c747a51c655a1f8d2798ac,23.116664052834267,164
a1502b3ce6412e87c131cb7bbd55064f7110d0107504c32437899321,23.116664052834267,164
7595dee85c82d51df1e6b327fde46d1c99aaa3d54b778a7ae17fe179,22.97570878421942,163
aa3d7e1d59d81abf3632c161d1f3ec04ed9b9d4594f5ada91fae571c,22.693798246989736,161
b4593d94613a5b696ae710e256c9b16d07348260424e6e6d0a742189,22.270932441145206,158
c1f5ca2761fc8ae72989ca59288840543997ebd18f43ea85e700eb8f,20.57946921776709,146
a2ec2e48dbb09c7c503a9c9db0b850b0dcb58749eb3289bb25d8cb74,20.43851394915225,145
37334d21888b28108b1d52479603018e8f72b0cb762e54d016a6f297,18.606095457159288,132
0d9d0e0237eaba8dc2db61e3368787f77fd50cd37bdec880aa352e39,17.901319114085073,127
ff552f11b3543de4587bd957e5f4b3e3c84772cd342b15d38baaf1f3,14.65934793594368,104
1520370d7f2651ee8a6763b6631f2b3d34a0ee139064a874b84c5dbf,13.531705787024936,96
8006b0561bcf664b5380eee2d9a5534cd470459fa0337fbe3437d758,11.699287295031976,83
522bd1e21e0cf2709b7cddb824ed7179feb00c2b5c75f11b536950cf,8.457316116890585,60
08b66e85dd8f61c44ff46efa14c2b2daac269d74b28b010b804981e1,8.175405579660898,58
d42edda007353f187ec4f2559411c84fc1e67610568b28b6072dae68,7.32967396797184,52
eb1eb8cf2bcb41bd682022ed58795d05110ae9efddbca867bc090ee2,6.342987087667939,45
7ba036e8b1dac158de667821997334291c7a050e12a450462055a781,1.2685974175335877,9
de6c23a7f0d6db98c6f0ccbc9602ee3a71b0543c1fbcea7746debec1,0.0,0
