reward_address,reward,total_weights,total_tokens
c50fb7c1b763c2bff1daf1d678941ba8e61066a1feba27660a120033,11370.526986115461,18627,231
6046c5e3b85ccd994f368ab6d48da404b66414d44b0aaf23e07a518b,743.5068378745171,1218,15
37d5b264986b09394746485e53fdb87bafebd316fc34069e0e96b92c,734.3503497233531,1203,15
8a92cbbb482843587e1ef46b4836ed2a916e25fc97889f6dc499a782,602.4969203465915,987,12
3a3ce4220e7fb1748426b8b3b292e0e9b69193484e1c6d5c79b39942,457.8244075582002,750,9
65d569cce3ff9964ab5f4be91ffb2a11f7d7c9c16793a204aed7fda2,316.81449003027456,519,6
a1d64aa969a5fcb17141d692f3bd3d98613939f641d527eda110d774,296.67021609771376,486,6
25125e9bb305fafd51ceb2858d355f77da99550b933ec0923cd156ff,280.18853742561856,459,6
f4e1fbd2169b13b3eebc5b35b7f9ef24b5f6c2f266d2c13ef83cd082,155.66029856978807,255,3
d5547b3af96c83e0b06826307469e4f303b852b98e86e426efb6dfdd,153.82900093955527,252,3
41b3b1c6413f304fdd07adb63a19d5e0d3c44c9b6209a2f21a72f5d6,153.82900093955527,252,3
3d558a4a808c594bc27e15762085b911fe489bbdcaf443fa37711585,153.82900093955527,252,3
Bis1Lgev7fKKSMK8GtvmxQ6axoAqU9AC1bciE,151.99770330932247,249,3
8a78988f11ba7ab48fe68d9892d7b94d15f446838318be855a8e953b,151.99770330932247,249,3
650c004ca08a178afcc78501ac55143391c8981480a675ed20cdcc75,151.99770330932247,249,3
454ad3a4b91e8a983838d8909b5c875e320eb3600698b97f919e8f7a,151.99770330932247,249,3
31a83e600597f604c68d97d155da012df526ca6f1839441231984af7,151.99770330932247,249,3
877413f0eb5b4d1a6a830d82bc5df97c3d132f056218ecc02678c0f2,150.16640567908968,246,3
44b2deef011d6ff6325e20a8f49384080432069545b9f85c790011c0,150.16640567908968,246,3
40d4401ff00a6a311e9672c11b806613da4d4fe36627b9d5770a5d1b,150.16640567908968,246,3
Bis1ctnKxRYxyiPm6DPECpe9X4hWVkPNSsagj,146.50381041862408,240,3
da505dbbc7dfe2c1097c6fea30d703fef6103fc26741f91aefd32ed4,142.84121515815846,234,3
139c039e283b36f1871aa7509e31cf318a2b59ec51d2293a5a04a85f,137.34732226746007,225,3
a114bdae50d9c9fc0b56b0ba2029e10dc60b1e00c6b4606ed757fe5b,117.20304833489926,192,3
40e3c0978d05b13caa55e714d80951a8d88ea8a0cd45ce165c589ba1,69.58930994884643,114,0
c751c0650c44086d782a16677eb1476e9d5c43c2db19d80b1a942e91,49.44503601628563,81,1
8d5243d701bd906ebef88a1c52a15a05a2c62f3ccdb923faafcc6c18,49.44503601628563,81,0
77b14edabce33458b6a458297af141382701edf06e3ea494a12641bf,48.83460347287469,80,1
76a5ac702856a627f99a2e192c121e83fcad7f05beecad685ff88c67,32.96335734419041,54,0
2d2318305562e2339554aaaf199150e34f79de5f2ac57b53db55d00a,31.74249225736855,52,1
b7c4ddca8df8e86febf58e84388a7a1de08afd69bdbdd9456fab9b4f,31.132059713957617,51,0
7b024421dddd7386b330eef8ba29aad7c760218f02eba7c14f0e2974,31.132059713957617,51,0
1cdb71bd71efa771b6a6c82d6206a35ca12c3b128fe3ae9cb0183aaf,23.80686919302641,39,0
