reward_address,reward,total_weights,total_tokens
c50fb7c1b763c2bff1daf1d678941ba8e61066a1feba27660a120033,3647.0506025111654,17763,129
25125e9bb305fafd51ceb2858d355f77da99550b933ec0923cd156ff,1631.450998567456,7946,53
b7c4ddca8df8e86febf58e84388a7a1de08afd69bdbdd9456fab9b4f,761.9323754950703,3711,24
96cacc3523c29b8dbd4d4e2fb016738270a0554420464a523a626ebb,640.5898710710374,3120,21
65d569cce3ff9964ab5f4be91ffb2a11f7d7c9c16793a204aed7fda2,634.4303530799697,3090,21
454ad3a4b91e8a983838d8909b5c875e320eb3600698b97f919e8f7a,634.4303530799697,3090,21
6046c5e3b85ccd994f368ab6d48da404b66414d44b0aaf23e07a518b,539.5737760175276,2628,18
21469f889f1725a1682b80fe6f76ed59caf5d3f8c1111edc7680caf2,440.4055363613382,2145,15
c3cc10e3d7047ef9c5e9f34cc00a200021c271936de88c895e69a39f,389.89748883458327,1899,12
8f2d03c817c3d36a864c99a27f6b6179eb1898a631bc007a7e0ffa39,356.0201398837111,1734,12
64e37562f190ae58127b0b81492ee62cfab836a67717a6a199af71ca,349.86062189264345,1704,12
159e0c8e827fd639e5cd3218e8d2e9cc4d886e5bd9f8a297d2cb07be,347.3968146962164,1692,12
ae07719e9812123112a35cb31b687492fce1d6da040fa8eda0904b65,330.5607988539648,1610,11
1cdb71bd71efa771b6a6c82d6206a35ca12c3b128fe3ae9cb0183aaf,303.66423695963596,1479,9
3a3ce4220e7fb1748426b8b3b292e0e9b69193484e1c6d5c79b39942,294.2196427066655,1433,10
8a92cbbb482843587e1ef46b4836ed2a916e25fc97889f6dc499a782,283.3378275891127,1380,9
162662f1e1886146a46607c8fce964bff7397aba5ed56ca0a9b0c541,271.01879160697735,1320,9
36c59c7780546179d7f80729e1ccc3932260b849bc519b2120074169,267.32308081233674,1302,9
b04e04bc40a91b4d891e8f05564b0d839dc8b4e45ee32852d36125f7,264.8592736159097,1290,9
47ecd07483b32b8f8076e318395b8dd1a8b078c41cc66bcecaec08e6,182.32173253560293,888,6
7b024421dddd7386b330eef8ba29aad7c760218f02eba7c14f0e2974,178.62602174096233,870,6
40e3c0978d05b13caa55e714d80951a8d88ea8a0cd45ce165c589ba1,104.09585404904357,507,3
3411bf287e7e30326c82b6f152c2712857598d14454daad42d93fd6a,98.55228785708266,480,3
5615f818693f67c5f24c6cbb7f03600fc5c82f59607ecc678839c275,95.47252886154884,465,3
9ca8b0a3a809ad8feea2cbf6f778f2e813f357756c1fd0efb629d520,94.85657706244207,462,3
