reward_address,reward,weight
25125e9bb305fafd51ceb2858d355f77da99550b933ec0923cd156ff,6125.080864581176,11054
455d58fabc17c64aa96854d60272aac044b8547632a7ba0e7545c2a6,1585.849596022374,2862
c5956cf2ada13588834ad6e662c6503e982a02515022f038aacf5024,1419.6179821835508,2562
21469f889f1725a1682b80fe6f76ed59caf5d3f8c1111edc7680caf2,1068.8692769836337,1929
8f2d03c817c3d36a864c99a27f6b6179eb1898a631bc007a7e0ffa39,1014.0128444168221,1830
65d569cce3ff9964ab5f4be91ffb2a11f7d7c9c16793a204aed7fda2,753.0292106898695,1359
33e46c081295cbdabee9a614b504617689a61194f2febc7e83033920,591.2304398867482,1067
c50fb7c1b763c2bff1daf1d678941ba8e61066a1feba27660a120033,585.135280712658,1056
36c59c7780546179d7f80729e1ccc3932260b849bc519b2120074169,455.4746219183758,822
e91b864b98fcaba034a8e9f63a21b23b96ec74fa38ce2154c1e0ac25,452.14998964159935,816
9d9fc3f689fbf3bb0e5b2c9dd8e1bbd004c6bc7641ebbd3a548a33be,418.3495614943719,755
b04e04bc40a91b4d891e8f05564b0d839dc8b4e45ee32852d36125f7,392.30660865962295,708
1cdb71bd71efa771b6a6c82d6206a35ca12c3b128fe3ae9cb0183aaf,381.7786064498308,689
76a5ac702856a627f99a2e192c121e83fcad7f05beecad685ff88c67,244.36047234307023,441
449e3714c5819c449db716267988b1fb747d2e37d240ef7ce8b0bd24,242.698156204682,438
fefb575972cd8fdb086e2300b51f727bb0cbfc33282f1542e19a8f1d,237.7112077895173,429
40d4401ff00a6a311e9672c11b806613da4d4fe36627b9d5770a5d1b,236.04889165112905,426
a6e8b8cc5fb4d6aed794b71288e50ea16f0580df7b71d91671309b4a,236.04889165112905,426
b7b535dc35d62b5adc0b7e1f302b0f737018f3a1aa8ed3bedf2bb248,236.04889165112905,426
e31488ec1a2283014a3b6973501f7b1d51ed298bf08f994051ad1f22,234.38657551274082,423
0abcb99486dc0a9cb616bbadab8b04e8d13f0146325bf80a8a859815,231.06194323596438,417
0733cc064f971f6b8136af36a94e2426f2d4ebcc4f57232d0ddf63c3,229.39962709757614,414
2fd86133997a6768ce3afe8f409559d505e4bfea5d5d7657d9e7f3dd,229.39962709757614,414
7c1d75b291bf38b02a6143ff13c3928e99a89418875028aab75672ca,226.07499482079967,408
a269451155ce19a7b99cd7934eebf457fbac4731d1a3c41d620d98be,222.7503625440232,402
980f8c00a4711838fb9002db0846012892cae8548c67a1d2d40e0ec0,219.42573026724673,396
5615f818693f67c5f24c6cbb7f03600fc5c82f59607ecc678839c275,217.7634141288585,393
2e892da8f6af3187c349a03358598f77b84384f9131dca82ddaeff1e,214.43878185208203,387
139c039e283b36f1871aa7509e31cf318a2b59ec51d2293a5a04a85f,211.11414957530556,381
1e270dd6ecfbea07c760ae4b9b6b70f6cf75ae8ad4336a8e6d3a21d0,209.45183343691733,378
2e8fbe3119115f19a8a09bc73809b928b589c024d4054b255d8a51ec,207.78951729852912,375
da505dbbc7dfe2c1097c6fea30d703fef6103fc26741f91aefd32ed4,191.16635591464677,345
beb6a6c706a87d84df3c03cc9a9d85b1df3bf027d1c21e18e2dce69d,164.56929770043504,297
