reward_address,reward,total_weights
ce56a68cf333c330229bdb3b2ae722eb8f2b36acb0620d500a467d99,2796.5842179574333,8940
25125e9bb305fafd51ceb2858d355f77da99550b933ec0923cd156ff,2637.0475343826806,8430
455d58fabc17c64aa96854d60272aac044b8547632a7ba0e7545c2a6,977.8660252052503,3126
65d569cce3ff9964ab5f4be91ffb2a11f7d7c9c16793a204aed7fda2,899.0361344977252,2874
21469f889f1725a1682b80fe6f76ed59caf5d3f8c1111edc7680caf2,703.8383098886158,2250
8f2d03c817c3d36a864c99a27f6b6179eb1898a631bc007a7e0ffa39,632.5160278199028,2022
c50fb7c1b763c2bff1daf1d678941ba8e61066a1feba27660a120033,608.1162997437641,1944
1cdb71bd71efa771b6a6c82d6206a35ca12c3b128fe3ae9cb0183aaf,517.0865449981698,1653
64e37562f190ae58127b0b81492ee62cfab836a67717a6a199af71ca,476.1075145113214,1522
e91b864b98fcaba034a8e9f63a21b23b96ec74fa38ce2154c1e0ac25,447.64116508915964,1431
33e46c081295cbdabee9a614b504617689a61194f2febc7e83033920,400.7186110965853,1281
b04e04bc40a91b4d891e8f05564b0d839dc8b4e45ee32852d36125f7,391.3341002980704,1251
36c59c7780546179d7f80729e1ccc3932260b849bc519b2120074169,388.51874705851594,1242
cad9c3ef890cc24759e5955de7974c074033e3fcfb25c115edda4c37,370.3753595147205,1184
3a3ce4220e7fb1748426b8b3b292e0e9b69193484e1c6d5c79b39942,322.2015374156775,1030
454ad3a4b91e8a983838d8909b5c875e320eb3600698b97f919e8f7a,308.75040527113947,987
2fd86133997a6768ce3afe8f409559d505e4bfea5d5d7657d9e7f3dd,266.5201066778225,852
9d9fc3f689fbf3bb0e5b2c9dd8e1bbd004c6bc7641ebbd3a548a33be,264.64320451811955,846
c5956cf2ada13588834ad6e662c6503e982a02515022f038aacf5024,243.05882968153531,777
7b024421dddd7386b330eef8ba29aad7c760218f02eba7c14f0e2974,175.4903519322282,561
fefb575972cd8fdb086e2300b51f727bb0cbfc33282f1542e19a8f1d,152.02907493594103,486
e77f8f6be029987bdcf7afd010e0209668ab5db824cd5205b999afe5,145.4599173769806,465
ca88fa4206698ccab9e365707b5dae06cf41f4c9293398295ff4ae4e,144.5214662971291,462
f77c2084a7deafd8501c88a99e819d4eb4f9da165ac4e7b206ca3113,142.64456413742613,456
40e3c0978d05b13caa55e714d80951a8d88ea8a0cd45ce165c589ba1,141.70611305757464,453
47ecd07483b32b8f8076e318395b8dd1a8b078c41cc66bcecaec08e6,140.76766197772315,450
6b91dccc7b2f42bb01424675bb831deefc465cf7dc05d8f8471cc5bf,140.76766197772315,450
fa5fde3b5288471efabd12c9e32cf6d763cad638c11bb5d3d6bd36ce,140.76766197772315,450
a6e8b8cc5fb4d6aed794b71288e50ea16f0580df7b71d91671309b4a,137.9523087381687,441
db3526b10ae09bc64666c3b47cac3f377186d099349d256cecad6a4d,137.9523087381687,441
fe6c23eae26ef3113b452faa73ea31d86c1eb0a7254ea9cb57e2db10,137.9523087381687,441
5273518ec90b82a2bd6aa68f9ae75a85b59a9398ab8054237201667a,137.01385765831722,438
b7d255403385a4b5f8c8d2666503d8722054ddb95f752a522c3b0803,137.01385765831722,438
6044c6f883edc967bdaaf925cc6ec2d16ec3c65e76ad52f2e58b8f98,135.13695549861424,432
2614472ba8cc4448230318b2b849bcaa8c714e8fdbfffa33cec385e6,134.19850441876275,429
46ea67e5727320d14e08900acfac659d1847e746bcf2a598c77a8c93,134.19850441876275,429
797efd8ee0bbdaea68bbc92dd38c6de70662fa72ae641420dd490ffc,134.19850441876275,429
a8bad012160bed7b93d25364d26e641ff6ee9fa3e5b25d23834797c1,134.19850441876275,429
9bbda4beed49bb5b045d53a7d9d87b387f2d02ffdd9e63c679200427,133.26005333891126,426
0b73d94ccfd933cddb770d2add14a41340779da21b60d7f7f66c8ba5,132.32160225905977,423
37d5b264986b09394746485e53fdb87bafebd316fc34069e0e96b92c,132.32160225905977,423
449e3714c5819c449db716267988b1fb747d2e37d240ef7ce8b0bd24,132.32160225905977,423
5615f818693f67c5f24c6cbb7f03600fc5c82f59607ecc678839c275,132.32160225905977,423
64f3f4ed81973a476e27d0b1136111e65a74755e11b426cb45eb648f,132.32160225905977,423
9f244427a636a8f09d318ba338fb3ca087433c6675c2bdd8009915a7,132.32160225905977,423
dc005e8a0aae7512f7105789e85d5f64954928676788283e510ccc42,132.32160225905977,423
f82ed723a9679a66095edb10478d3ebb900436f59792b56b07cdad7b,132.32160225905977,423
0a2df6c7ee23224296e5bc0fad73d3b4e6aca048672e7891200c25ba,131.38315117920828,420
76a5ac702856a627f99a2e192c121e83fcad7f05beecad685ff88c67,131.38315117920828,420
0b4e60b83a3cbdf899d6110b45e07dfbaeffcba8d139d7d57d61fff6,129.5062490195053,414
1e270dd6ecfbea07c760ae4b9b6b70f6cf75ae8ad4336a8e6d3a21d0,128.56779793965381,411
437d06abe09945a57ae8aa70c3eba791f8414071a2dc7228064aac33,128.56779793965381,411
dcdfb8405f3e403cb4e46eb86c95c3364ffa827811b4ef45d6b5ab39,128.56779793965381,411
e31488ec1a2283014a3b6973501f7b1d51ed298bf08f994051ad1f22,128.56779793965381,411
91490910914bbfc3a4de146a12cb82d8725bc8bdaa8c8860bf3deffc,127.62934685980233,408
beb6a6c706a87d84df3c03cc9a9d85b1df3bf027d1c21e18e2dce69d,126.69089577995085,405
f3343c459930f6b3cc948d6336b832829ac6495db50ae0440953c2a2,125.75244470009936,402
ff0fa1920a60f265367e04f8615e5402a4c75c48e92b44199b335b13,125.75244470009936,402
2e892da8f6af3187c349a03358598f77b84384f9131dca82ddaeff1e,124.81399362024787,399
40d4401ff00a6a311e9672c11b806613da4d4fe36627b9d5770a5d1b,124.81399362024787,399
b7745756c4cb08d88fc046eea343a9976e284e0afb1aef79e86ccf93,124.81399362024787,399
b7b535dc35d62b5adc0b7e1f302b0f737018f3a1aa8ed3bedf2bb248,123.87554254039638,396
0abcb99486dc0a9cb616bbadab8b04e8d13f0146325bf80a8a859815,122.93709146054489,393
78d902f69f76b40948c2a6998de48c316dfde58df7d19fd63aaed261,122.93709146054489,393
e81cebb60948a865fbe250f93c37085d239220362b85d2e465d1ec2f,120.12173822099044,384
d42edda007353f187ec4f2559411c84fc1e67610568b28b6072dae68,118.87047011452178,380
da505dbbc7dfe2c1097c6fea30d703fef6103fc26741f91aefd32ed4,117.30638498143597,375
13c711d6fd2e8f5d69e25058b11a704112bba4afac5f321bf3332fb0,112.61412958217853,360
0da7c077a9b025fbc2890336f8af638958e7562327e2644fff95545d,106.04497202321811,339
7b8d0ad482630599ee17dcc1f69f041ea37c94ccfe31b1b4fbe7daa5,105.10652094336663,336
d3b8b720b2b3f122da73a5f40fd45a0a140b35c6ac9d1e6c51bc4000,104.16806986351514,333
274695f9006334363732f1eddc4e24b0ff0735b67673981f12d48c08,102.29116770381216,327
cb106fc75f56b06d11f80486dc09a34ee0b362daa11eec40bdb1e46a,98.22454635778905,314
162662f1e1886146a46607c8fce964bff7397aba5ed56ca0a9b0c541,96.34764419808607,308
9200f766fd9d5952bd1cc38755015fd805de65686e3233190529a273,96.34764419808607,308
2a0cf63dbf083f1c1f64c0c690893a5e6c98e3959b4a68df8c285625,95.09637609161743,304
8b1ca22f2fc53d13187589085bc6c5076937d1c1ddae170d64392f6d,94.4707420383831,302
8a78988f11ba7ab48fe68d9892d7b94d15f446838318be855a8e953b,92.59383987868013,296
c0b9d309fcfc3ad0ae3de1512381fae09b506d2957d277718567bdfe,91.34257177221147,292
7d5c2999f9a2e44c23e7b2b73b4c0edae308e9d39482bf44da481edc,90.71693771897715,290
8a92cbbb482843587e1ef46b4836ed2a916e25fc97889f6dc499a782,90.09130366574283,288
2f09f8a613c12b37005b73bed6ca59c03bba3c24cbb749af0fffa40e,88.84003555927417,284
498c7180b92a79f45875d8105bff02757cd763a5bad40b1774f6cb3b,88.84003555927417,284
af06338fdbfc53574b7c81c96f01e5a29396edc75b08845cc4e38ca1,88.21440150603985,282
0dcb85761264dbcfa9c38f5b9c4d63bc6ec004969049f68a5b5aff2a,85.71186529310255,274
c5943d3bf6dc1bda8f138b5de0d0ab3dcd0a36c863552d04e0d46f98,85.71186529310255,274
75a45c9b5729abf3cdcc781ca59b2e65b1ef740fdcdcf753b994a560,85.39904826648538,273
cc2e4d2ef3164da4ed5c92cd382367b5215a40e2bd55941f279ad0b0,83.83496313339957,268
0733cc064f971f6b8136af36a94e2426f2d4ebcc4f57232d0ddf63c3,82.58369502693093,264
4097c277a1e32c3e807cc30d8e6f04899b2624f555710ab8cca391ae,82.58369502693093,264
cfb5cf13bb1f17cdfb9de0a5a78825065057e268853da145d888ca90,80.70679286722795,258
56b66639821d446014190d2455939107e437218437b72f38602aaddc,79.45552476075929,254
a5785d437e2c21ed013ed24ee26b1ad2efaf2c5ba1037513c9b1de09,69.44537990901009,222
a269451155ce19a7b99cd7934eebf457fbac4731d1a3c41d620d98be,55.36861371123778,177
a1502b3ce6412e87c131cb7bbd55064f7110d0107504c32437899321,51.92762641844899,166
139c039e283b36f1871aa7509e31cf318a2b59ec51d2293a5a04a85f,49.73790723212885,159
8006b0561bcf664b5380eee2d9a5534cd470459fa0337fbe3437d758,48.4866391256602,155
b1c596224fb110c4afc9340156ff04105bd857aec6198e3914d15aa9,48.4866391256602,155
c751c0650c44086d782a16677eb1476e9d5c43c2db19d80b1a942e91,48.173822099043036,154
2d8810abd7c4b5c165686f2a4615bccfd4253f4667ed1662289dab7c,47.861005072425876,153
7ba036e8b1dac158de667821997334291c7a050e12a450462055a781,47.861005072425876,153
53ad22a29dde5aa7cfffb828a6d214e292315b36c41aeed4dfbffc6b,46.296919939340064,148
d3d2b04d797ce1e775f580aa68bea073bd7c46636513babfda9cfd46,46.296919939340064,148
2e008722ee36cbab11c3ced3bafe11762a0ffc67058660324f156438,45.671285886105736,146
20d5546f80818f3868d736a37e26fc0318b9651de296e0ef4ea706c1,45.358468859488575,145
4e5430231225caf89ac96eb6e79502f837c6c0e576a2972b533d25de,45.358468859488575,145
b4593d94613a5b696ae710e256c9b16d07348260424e6e6d0a742189,45.358468859488575,145
8d57af5dc042b824c62baecffb64ce6eabb74a0027a434617a10f8cd,45.045651832871414,144
124f8ea98def2ec87d6b66e4e34216026c37c4e3d00955321ff8bdd6,44.107200753019924,141
991ad7c8549e7c0f786726fddb4adb7383c747a51c655a1f8d2798ac,43.481566699785596,139
aa3d7e1d59d81abf3632c161d1f3ec04ed9b9d4594f5ada91fae571c,42.855932646551274,137
f5ab1e0435f80485e6d3513967a2bdb4e0122af6ef765be6de97d654,42.855932646551274,137
aea6d9acd93150872e050ef2336f143591d9b1ca9d4c475471f7fb8d,41.917481566699784,134
3d4bc0a636ff0cd7393701da4f6d22e7fd665c421bcbb9cf23d95abc,41.29184751346546,132
51ee19251c9e79ed14aa117417224ea5073f6ab1a2a40ac36422b207,41.29184751346546,132
2d2318305562e2339554aaaf199150e34f79de5f2ac57b53db55d00a,40.979030486848295,131
809a58bfd52ca0f8befdeb46a334c37a8ad60fc5153aeefe0f8d63d5,40.979030486848295,131
91e641c118ca20ec4e5d05963c73cdf036e66b533538a1a5833df113,40.979030486848295,131
d2f59465568c120a9203f9bd6ba2169b21478f4e7cb713f61eaa1ea0,40.666213460231134,130
8cb5c5c54f616f49df2e1f9f0e8bd5412c4c199d511cd214642a1367,40.35339643361397,129
5b134e43e75513e3a5dcce336548e3b2a59d0432300f6ddb74bd8459,38.16367724729383,122
522bd1e21e0cf2709b7cddb824ed7179feb00c2b5c75f11b536950cf,37.225226167442344,119
0962ee1078a907eb8f04a3d6157fee2f5b694de900ed37e833f805a6,35.97395806097369,115
f0accf861209a84ab07c1b5aa014e759b3e16f2f9e85776171f3e0cb,35.66114103435653,114
a23ad5101b576c66fded19447c6e36d785557bfad07bbd2312addc10,34.72268995450504,111
7595dee85c82d51df1e6b327fde46d1c99aaa3d54b778a7ae17fe179,26.902264289075983,86
35aec9bd679fee8adf5c4c72ff80cefd3d0bdb7a7151b941d31059b4,26.58944726245882,85
d244e6e190969bae099cf994bd8d5d1cbfeb1e741092ad48313404b4,23.774094022904357,76
d6591aef0d618b7c3abb2770dee41d3f0e58aebdc55426bb264497fe,16.89211943732678,54
caf583fb715f6b7944d8d16fdd824c2e93dc56996170c5bf3fc973aa,7.19479161219474,23
67abca9a82a734bb2f84b373d7b330df445a189c6b975b80a1b8c4a3,4.066621346023114,13
80c6925f153fab19a8534f181b01c4a55f6dd99a65e07a2c1043609b,3.753804319405951,12
611ee71f45c38666fa9602af6ddd059ef16fee6ece0c6863d491b0b6,0.6256340532343252,2
