reward_address,reward,weight
25125e9bb305fafd51ceb2858d355f77da99550b933ec0923cd156ff,1742.5504291058462,11819
ce56a68cf333c330229bdb3b2ae722eb8f2b36acb0620d500a467d99,893.9066969852564,6063
21469f889f1725a1682b80fe6f76ed59caf5d3f8c1111edc7680caf2,365.7896281082667,2481
455d58fabc17c64aa96854d60272aac044b8547632a7ba0e7545c2a6,331.2895180811267,2247
8f2d03c817c3d36a864c99a27f6b6179eb1898a631bc007a7e0ffa39,308.73175383261207,2094
65d569cce3ff9964ab5f4be91ffb2a11f7d7c9c16793a204aed7fda2,164.83385901855792,1118
1963c940ea50450030e8b2835662db2f3ed236782d2c121b66b9904e,147.73124037262525,1002
b920c5607e44a0ebd7ca4c6143007e56ff483bbd987775385d3bddef,143.7504584464168,975
33e46c081295cbdabee9a614b504617689a61194f2febc7e83033920,136.2312036969119,924
36c59c7780546179d7f80729e1ccc3932260b849bc519b2120074169,129.15425805031907,876
e91b864b98fcaba034a8e9f63a21b23b96ec74fa38ce2154c1e0ac25,124.73116702119856,846
8af449d9fcdd439631e0e3be597743751d961cd8d63c62e3ba34ba55,123.40423971246241,837
b04e04bc40a91b4d891e8f05564b0d839dc8b4e45ee32852d36125f7,100.84647546394777,684
72963d1c5d92a60bab64d2885e4300d8388d1f2bfd4eb8678461f3ca,90.23105699405853,612
c50fb7c1b763c2bff1daf1d678941ba8e61066a1feba27660a120033,84.92334775911391,576
1cdb71bd71efa771b6a6c82d6206a35ca12c3b128fe3ae9cb0183aaf,74.75023839213672,507
2e892da8f6af3187c349a03358598f77b84384f9131dca82ddaeff1e,74.30792928922467,504
c78519fbbc039927b62cf7d52de66de524b7805d18185da580533da9,74.30792928922467,504
0733cc064f971f6b8136af36a94e2426f2d4ebcc4f57232d0ddf63c3,73.42331108340058,498
980f8c00a4711838fb9002db0846012892cae8548c67a1d2d40e0ec0,73.42331108340058,498
139c039e283b36f1871aa7509e31cf318a2b59ec51d2293a5a04a85f,71.65407467175237,486
9463995e455116ed5e4969aac36e8f315eb1c4714ae076eaff6cded8,70.76945646592826,480
fefb575972cd8fdb086e2300b51f727bb0cbfc33282f1542e19a8f1d,70.76945646592826,480
40d4401ff00a6a311e9672c11b806613da4d4fe36627b9d5770a5d1b,69.88483826010416,474
a6e8b8cc5fb4d6aed794b71288e50ea16f0580df7b71d91671309b4a,69.88483826010416,474
75a45c9b5729abf3cdcc781ca59b2e65b1ef740fdcdcf753b994a560,69.44252915719211,471
da505dbbc7dfe2c1097c6fea30d703fef6103fc26741f91aefd32ed4,69.44252915719211,471
342011bec4a355869c87fff815e2bd99fd37d66287f6cab33c33c89e,69.00022005428005,468
437d06abe09945a57ae8aa70c3eba791f8414071a2dc7228064aac33,68.11560184845595,462
ca88fa4206698ccab9e365707b5dae06cf41f4c9293398295ff4ae4e,66.78867453971979,453
6b91dccc7b2f42bb01424675bb831deefc465cf7dc05d8f8471cc5bf,64.13481992224749,435
2e8fbe3119115f19a8a09bc73809b928b589c024d4054b255d8a51ec,63.25020171642338,429
9ec32b96da619834b39dedbc481de3c8579a1d17155b5f56df306719,61.480965304775175,417
b7b535dc35d62b5adc0b7e1f302b0f737018f3a1aa8ed3bedf2bb248,61.03865620186313,414
1520370d7f2651ee8a6763b6631f2b3d34a0ee139064a874b84c5dbf,57.942492481478766,393
e31488ec1a2283014a3b6973501f7b1d51ed298bf08f994051ad1f22,57.50018337856671,390
51a6008ddb538484b9844662dbe21d7dcd2ca7e30e0b931d6b54e1ca,56.61556517274261,384
449e3714c5819c449db716267988b1fb747d2e37d240ef7ce8b0bd24,53.519401452358245,363
6044c6f883edc967bdaaf925cc6ec2d16ec3c65e76ad52f2e58b8f98,52.19247414362209,354
78d902f69f76b40948c2a6998de48c316dfde58df7d19fd63aaed261,51.30785593779799,348
b7745756c4cb08d88fc046eea343a9976e284e0afb1aef79e86ccf93,49.980928629061836,339
